epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.2940738600107931,90.59139784946237,0.11853209876126665,96.62345201238391
2,0.1921983434147732,93.6491935483871,0.12071580433214824,97.24264705882352
3,0.1947310309536675,93.51478494623656,0.20273959984564605,92.55998452012383
4,0.16431895547336148,94.45564516129032,0.10032151179342798,97.11687306501547
5,0.15978960714913826,94.42204301075269,0.09380402880282525,97.79411764705883
6,0.14524630110670803,94.9260752688172,0.1245462240833336,96.50735294117648
7,0.1273207243792312,96.03494623655914,0.14840890257362524,95.15286377708979
8,0.12975168450465124,95.49731182795699,0.10925440368480528,96.99109907120743
9,0.12736968843326454,95.63172043010752,0.09434709620751057,97.97794117647058
10,0.12313659048529081,95.63172043010752,0.11061565854395346,95.70433436532508
11,0.12561618076557274,95.96774193548387,0.09900437285625016,97.79411764705883
12,0.11494175660153551,96.27016129032258,0.13679579376691756,96.86532507739938
13,0.11118467913700207,96.33736559139786,0.1157036134356852,96.43962848297214
14,0.10540276993146186,96.40456989247312,0.11598988838865326,96.62345201238391
15,0.09391661101992252,97.07661290322581,0.1165117933122367,96.69117647058823
16,0.10592891604849888,96.43817204301075,0.11519065842217327,96.875
17,0.09967963987340529,96.50537634408603,0.10166912775714403,96.875
18,0.09797411781024709,97.00940860215054,0.10743440818709239,97.05882352941177
19,0.09272328078226057,96.53897849462365,0.11707060518400007,96.38157894736841
20,0.07673303225648499,97.58064516129032,0.1279876445910304,96.62345201238391
21,0.09116377814682902,96.7741935483871,0.11125214027245367,96.875
22,0.08485512572631079,97.00940860215054,0.10621206081042842,97.11687306501547
23,0.0803034196267285,97.24462365591397,0.10086555763101547,97.61029411764706
24,0.07415575879595933,97.54704301075269,0.12289749521971102,97.24264705882352
25,0.07748096302321922,97.47983870967742,0.14133490274926933,96.69117647058823
